id,category,type,difficulty,update_required,question,choice_1,choice_2,choice_3,choice_4,answer_index_0based,answer,explanation,source_ids,source_titles,source_urls
EHIME-070,観光・文化,single_choice,basic,False,県資料「愛媛のふるさと自慢」で、日本最大の武具館として紹介されている施設はどれか。,大山祇神社国宝館,愛媛県美術館,坂の上の雲ミュージアム,宇和島市立伊達博物館,0,大山祇神社国宝館,大山祇神社国宝館は、日本最大の武具館として紹介されている。,S10,愛媛県庁「愛媛のふるさと自慢」,https://www.pref.ehime.jp/page/4533.html
EHIME-071,観光・文化,single_choice,basic,False,県資料「愛媛のふるさと自慢」で、日本最古の現役道路可動橋として紹介されているものはどれか。,来島海峡大橋,長浜大橋,多々羅大橋,重信大橋,1,長浜大橋,長浜大橋は日本最古の現役道路可動橋として紹介されている。,S10,愛媛県庁「愛媛のふるさと自慢」,https://www.pref.ehime.jp/page/4533.html
EHIME-072,防災・環境,single_choice,basic,False,愛媛県地域防災計画の根拠法令として正しいものはどれか。,災害対策基本法第40条,地方自治法第1条,都市計画法第4条,農地法第3条,0,災害対策基本法第40条,県地域防災計画は、災害対策基本法第40条の規定により定めるものとされている。,S20,愛媛県庁「地域防災計画（風水害・地震・津波災害対策編）」,https://www.pref.ehime.jp/page/18092.html
EHIME-073,防災・環境,single_choice,basic,False,愛媛県地域防災計画の目的として、県資料に照らして最も適切なものはどれか。,県民の生命、身体及び財産を災害から保護するため、防災対策の大綱を定める,観光客数の増加だけを目的にする,県税収入の増加だけを目的にする,公共工事の発注手順だけを定める,0,県民の生命、身体及び財産を災害から保護するため、防災対策の大綱を定める,地域防災計画は、県民の生命、身体及び財産を災害から保護するため、防災対策の大綱を定めるもの。,S20,愛媛県庁「地域防災計画（風水害・地震・津波災害対策編）」,https://www.pref.ehime.jp/page/18092.html
EHIME-074,防災・環境,single_choice,basic,False,南海トラフ地震防災対策推進地域について、愛媛県内の対象として正しいものはどれか。,県内全市町,松山市のみ,南予地域のみ,沿岸市町のみ,0,県内全市町,南海トラフ地震防災対策推進地域は県内全市町である。,S21,愛媛県庁「南海トラフ地震防災対策計画の作成」,https://www.pref.ehime.jp/page/18096.html
EHIME-075,防災・環境,single_choice,advanced,False,南海トラフ地震防災対策計画の作成義務について、県資料に照らして最も適切なものはどれか。,推進地域内の関係事業者は、津波から利用客や従業員等を守るため、津波避難計画等を定めた対策計画の作成・届出が義務付けられる,すべての県民が毎年県庁へ個人避難計画を提出する,県庁職員だけが対象で民間事業者は対象外,計画作成は法律と無関係で任意である,0,推進地域内の関係事業者は、津波から利用客や従業員等を守るため、津波避難計画等を定めた対策計画の作成・届出が義務付けられる,南海トラフ特措法に基づき、推進地域内の関係事業者は対策計画の作成・届出が義務付けられている。,S21,愛媛県庁「南海トラフ地震防災対策計画の作成」,https://www.pref.ehime.jp/page/18096.html
EHIME-076,防災・環境,single_choice,standard,False,平成30年7月豪雨災害で、県資料が示す主な被害地域として正しいものはどれか。,南予地域を中心に県下各地,東予地域のみに限定,松山市中心部のみに限定,県外のみ,0,南予地域を中心に県下各地,平成30年7月豪雨では、南予地域を中心に県下各地で甚大な被害が発生した。,S22,愛媛県「平成30年7月豪雨災害における初動・応急対応に関する検証報告書」,https://www.pref.ehime.jp/uploaded/attachment/122384.pdf
EHIME-077,防災・環境,single_choice,standard,False,平成30年7月豪雨災害について、県検証報告書に示されている災害による死者数はどれか。,7名,17名,27名,47名,2,27名,検証報告書では、災害による死者が27名とされている。,S22,愛媛県「平成30年7月豪雨災害における初動・応急対応に関する検証報告書」,https://www.pref.ehime.jp/uploaded/attachment/122384.pdf
EHIME-078,防災・環境,single_choice,standard,False,平成30年7月豪雨災害について、県検証報告書に示されている災害関連死の人数はどれか。,0名,5名,15名,25名,1,5名,検証報告書では、避難生活中の体調不良による災害関連死が5名とされている。,S22,愛媛県「平成30年7月豪雨災害における初動・応急対応に関する検証報告書」,https://www.pref.ehime.jp/uploaded/attachment/122384.pdf
EHIME-079,防災・環境,single_choice,advanced,False,平成30年7月豪雨災害で、県検証報告書に示されている住家被害の合計として正しいものはどれか。,619戸,"1,619戸","6,619戸","16,619戸",2,"6,619戸","全壊、半壊、床上・床下浸水を加えると住家被害は6,619戸とされている。",S22,愛媛県「平成30年7月豪雨災害における初動・応急対応に関する検証報告書」,https://www.pref.ehime.jp/uploaded/attachment/122384.pdf
EHIME-080,防災・環境,single_choice,advanced,True,令和8年公表の愛媛県地震被害想定調査で、想定対象とされている地震の組合せとして正しいものはどれか。,南海トラフ巨大地震、安芸灘～伊予灘～豊後水道のプレート内地震、中央構造線断層帯の地震,関東地震、十勝沖地震、三陸沖地震,富士山噴火、阿蘇山噴火、雲仙岳噴火,台風、豪雪、干ばつ,0,南海トラフ巨大地震、安芸灘～伊予灘～豊後水道のプレート内地震、中央構造線断層帯の地震,令和8年公表の見直しでは、南海トラフ巨大地震、安芸灘～伊予灘～豊後水道のプレート内地震、中央構造線断層帯の地震について想定を行っている。,S23,愛媛県庁「愛媛県地震被害想定調査結果について」,https://www.pref.ehime.jp/page/135020.html
EHIME-081,防災・環境,single_choice,standard,False,愛媛県津波浸水想定の説明として正しいものはどれか。,最大クラスの津波が悪条件下で発生した場合の浸水域と浸水深を表したもの,通常時の潮位だけを表したもの,河川の水質だけを表したもの,避難所の収容人数だけを表したもの,0,最大クラスの津波が悪条件下で発生した場合の浸水域と浸水深を表したもの,津波浸水想定は、最大クラスの津波が悪条件下で発生した場合に想定される浸水域と浸水深を表す。,S24,愛媛県「愛媛県津波浸水想定（南海トラフ巨大地震）」,https://www.pref.ehime.jp/uploaded/attachment/157900.pdf
EHIME-082,防災・環境,single_choice,standard,False,愛媛県地球温暖化対策実行計画の長期目標として正しいものはどれか。,2050年に温室効果ガス排出量実質ゼロの脱炭素社会,2030年に人口200万人,2040年に全道路無料化,2050年に県内全域を工業専用地域化,0,2050年に温室効果ガス排出量実質ゼロの脱炭素社会,長期目標として、2050年に温室効果ガス排出量実質ゼロの脱炭素社会を掲げている。,S25,愛媛県「第3章 地球温暖化対策の推進」,https://www.pref.ehime.jp/uploaded/attachment/173903.pdf
EHIME-083,防災・環境,single_choice,standard,True,愛媛県地球温暖化対策実行計画の中期目標として、県資料に示されているものはどれか。,2030年度までに2013年度比46％削減,2030年度までに2013年度比10％削減,2050年度までに2013年度比5％削減,削減目標は設定していない,0,2030年度までに2013年度比46％削減,中期目標として、国目標と同様に2013年度比46％削減を掲げている。,S25,愛媛県「第3章 地球温暖化対策の推進」,https://www.pref.ehime.jp/uploaded/attachment/173903.pdf
EHIME-084,防災・環境,single_choice,advanced,True,県資料によると、令和3年現在の愛媛県の再生可能エネルギー設備導入量のうち約80％を占めるものはどれか。,太陽光発電設備,地熱発電設備,洋上風力発電設備,水素発電設備,0,太陽光発電設備,再生可能エネルギー設備導入量の約80％が太陽光発電設備とされている。,S39,愛媛県庁「愛媛県地球温暖化対策実行計画（改定素案）の概要」,https://www.pref.ehime.jp/page/51567.html
EHIME-085,防災・環境,single_choice,standard,True,第四次えひめ環境基本計画について、県資料に照らして正しいものはどれか。,第三次計画の期間終了を受け、2030年に向けた新たな環境課題に対応するため策定された,県立高校再編のみを扱う計画である,道路整備だけを扱う計画である,観光PRだけを扱う計画である,0,第三次計画の期間終了を受け、2030年に向けた新たな環境課題に対応するため策定された,第四次えひめ環境基本計画は、第三次計画の期間終了を受け、2030年に向けて新たな環境課題に対応できるよう策定された。,S26,愛媛県「第四次えひめ環境基本計画」,https://www.pref.ehime.jp/uploaded/attachment/131794.pdf
EHIME-086,県政・行政運営,single_choice,basic,False,愛媛県総合計画「未来につなぐ えひめチャレンジプラン」の計画期間として正しいものはどれか。,令和3年度から令和6年度まで,令和5年度から令和8年度まで,令和8年度から令和12年度まで,令和10年度から令和14年度まで,1,令和5年度から令和8年度まで,総合計画の計画期間は令和5（2023）年度から令和8（2026）年度までの4年間である。,S27|S28,愛媛県庁「愛媛県総合計画 未来につなぐえひめチャレンジプラン（案）の概要」|愛媛県「愛媛県総合計画 未来につなぐえひめチャレンジプラン」,https://www.pref.ehime.jp/page/7399.html|https://www.pref.ehime.jp/uploaded/life/62062_81660_misc.pdf
EHIME-087,県政・行政運営,single_choice,basic,False,愛媛県総合計画の基本理念として正しいものはどれか。,愛のくに 愛顔あふれる愛媛県,水のくに 笑顔あふれる愛媛県,紙のくに 元気あふれる愛媛県,しまのくに 未来あふれる愛媛県,0,愛のくに 愛顔あふれる愛媛県,総合計画の基本理念は「愛のくに 愛顔あふれる愛媛県」である。,S27|S28,愛媛県庁「愛媛県総合計画 未来につなぐえひめチャレンジプラン（案）の概要」|愛媛県「愛媛県総合計画 未来につなぐえひめチャレンジプラン」,https://www.pref.ehime.jp/page/7399.html|https://www.pref.ehime.jp/uploaded/life/62062_81660_misc.pdf
EHIME-088,県政・行政運営,single_choice,standard,False,愛媛県総合計画が示す2040年頃の目指すべき将来像として最も適切なものはどれか。,若者をはじめ、県民誰もが自らの希望を実現でき、安全・安心で豊かな人生を送れる持続可能な愛媛県,観光客だけが便利に過ごせる愛媛県,製造業だけに特化した愛媛県,行政サービスをすべて廃止した愛媛県,0,若者をはじめ、県民誰もが自らの希望を実現でき、安全・安心で豊かな人生を送れる持続可能な愛媛県,総合計画は、若者をはじめ県民誰もが希望を実現でき、安全・安心で豊かな人生を送れる持続可能な愛媛県を将来像として掲げている。,S27|S28,愛媛県庁「愛媛県総合計画 未来につなぐえひめチャレンジプラン（案）の概要」|愛媛県「愛媛県総合計画 未来につなぐえひめチャレンジプラン」,https://www.pref.ehime.jp/page/7399.html|https://www.pref.ehime.jp/uploaded/life/62062_81660_misc.pdf
EHIME-089,県政・行政運営,single_choice,standard,False,愛媛県総合計画の政策横断的な視点の組合せとして正しいものはどれか。,人口減少を見据えた視点・デジタル化の視点・SDGs推進の視点,観光だけの視点・道路だけの視点・施設だけの視点,財政支出拡大の視点・人口増加固定の視点・紙文書化の視点,県外移転の視点・縮小廃止の視点・単年度完結の視点,0,人口減少を見据えた視点・デジタル化の視点・SDGs推進の視点,総合計画は政策横断的な視点として、人口減少、デジタル化、SDGs推進を掲げている。,S27,愛媛県庁「愛媛県総合計画 未来につなぐえひめチャレンジプラン（案）の概要」,https://www.pref.ehime.jp/page/7399.html
EHIME-090,県政・行政運営,single_choice,standard,False,愛媛県総合計画の分野別計画の区分として正しいものはどれか。,人・経済・暮らし,農業・工業・商業のみ,東予・中予・南予のみ,歳入・歳出・基金のみ,0,人・経済・暮らし,総合計画は「人」「経済」「暮らし」の3分野ごとに区分されている。,S27,愛媛県庁「愛媛県総合計画 未来につなぐえひめチャレンジプラン（案）の概要」,https://www.pref.ehime.jp/page/7399.html
EHIME-091,県政・行政運営,single_choice,advanced,False,愛媛県総合計画の分野別計画について、県資料に示されている施策体系として正しいものはどれか。,9政策・37施策体系,3政策・9施策体系,20政策・100施策体系,1政策・5施策体系,0,9政策・37施策体系,分野別計画は9政策・37施策体系に区分されている。,S27,愛媛県庁「愛媛県総合計画 未来につなぐえひめチャレンジプラン（案）の概要」,https://www.pref.ehime.jp/page/7399.html
EHIME-092,県政・行政運営,single_choice,standard,True,令和8年度当初予算案の重点施策として、県資料に示されている4項目の組合せはどれか。,人口減少対策、DX・官民共創の推進、防災・減災対策、地域経済の活性化,観光だけ、道路だけ、農業だけ、教育だけ,歳入増加、歳出削減、基金廃止、県債廃止,県外移転、庁舎閉鎖、制度廃止、研修廃止,0,人口減少対策、DX・官民共創の推進、防災・減災対策、地域経済の活性化,令和8年度当初予算案では、人口減少対策、DX・官民共創の推進、防災・減災対策、地域経済の活性化の4つを重点施策としている。,S30,愛媛県「令和8年度当初予算（案）の概要」,https://www.pref.ehime.jp/uploaded/attachment/170544.pdf
EHIME-093,県政・行政運営,single_choice,advanced,True,令和8年度当初予算案の重点施策「人口減少対策」の予算額として、県資料に示されているものはどれか。,"5億5,364万円","22億5,364万円","52億5,364万円","152億5,364万円",2,"52億5,364万円","令和8年度当初予算案では、人口減少対策に52億5,364万円を計上している。",S30,愛媛県「令和8年度当初予算（案）の概要」,https://www.pref.ehime.jp/uploaded/attachment/170544.pdf
EHIME-094,県政・行政運営,single_choice,advanced,True,令和8年度当初予算案における「えひめ人口減少対策総合交付金交付事業費」として、県資料に示されている額はどれか。,"2億1,234万円",21億234万円,"52億5,364万円",210億234万円,1,21億234万円,市町の実情に応じた取組を後押しする事業として21億234万円が示されている。,S30,愛媛県「令和8年度当初予算（案）の概要」,https://www.pref.ehime.jp/uploaded/attachment/170544.pdf
EHIME-095,県政・行政運営,single_choice,standard,True,令和8年度当初予算案の説明で、知事が「日本全国共通の最重要課題」と位置付けているものはどれか。,人口減少対策,県庁舎の色彩変更,職員名札の様式統一,道路標識の字体変更,0,人口減少対策,令和8年度当初予算案の記者発表で、人口減少対策は日本全国共通の最重要課題と位置付けられている。,S29,愛媛県庁「令和8年度当初予算案等に関する記者発表の要旨」,https://www.pref.ehime.jp/page/135778.html
EHIME-096,県政・行政運営,single_choice,standard,True,県庁新第二別館の整備目的として、県広報資料に照らして正しい組合せはどれか。,災害に強い庁舎建設、防災機能強化、官民共創、新しい働き方の推進,観光ホテル化、商業施設化、民間売却,本庁機能の全面廃止,農業試験場への用途転換,0,災害に強い庁舎建設、防災機能強化、官民共創、新しい働き方の推進,新第二別館は、災害に強い庁舎建設と防災機能強化に加え、官民共創と新しい働き方の推進をねらいとしている。,S31,愛媛県庁「愛顔のえひめ（令和8年4月号）」,https://www.pref.ehime.jp/page/140858.html
EHIME-097,県政・行政運営,single_choice,basic,True,令和8年度ステージアップ研修「官民共創講座」の研修手引で、受付場所として示されている官民共創拠点の名称はどれか。,E:N BASE,DOGO BASE,MATSUKEN BASE,SETONA BASE,0,E:N BASE,研修の手引では、受付場所として県庁第二別館 官民共創拠点「E:N BASE」が示されている。,S32,愛媛県「令和8年度ステージアップ研修 官民共創講座 研修の手引」,https://www.pref.ehime.jp/uploaded/attachment/173980.pdf
EHIME-098,医療・教育・交通,single_choice,standard,False,愛媛県地域医療構想の構想区域として示されている6区域の組合せはどれか。,宇摩、新居浜・西条、今治、松山、八幡浜・大洲、宇和島,東予、中予、南予、松山、今治、宇和島,松山、今治、新居浜、西条、大洲、八幡浜のみ,県内全域を1区域のみ,0,宇摩、新居浜・西条、今治、松山、八幡浜・大洲、宇和島,地域医療構想では、二次医療圏と同じ区域として6つの構想区域を設定している。,S33,愛媛県「第12章 地域医療構想」,https://www.pref.ehime.jp/uploaded/attachment/110849.pdf
EHIME-099,医療・教育・交通,single_choice,basic,False,愛媛県教育振興に関する大綱（令和5～8年度）が目指すものとして、県資料に示されている表現はどれか。,愛顔あふれる「教育立県えひめ」の実現,観光立県えひめだけの実現,県外教育移管の実現,教育計画の廃止,0,愛顔あふれる「教育立県えひめ」の実現,愛媛県は第3期の教育振興に関する大綱として、愛顔あふれる「教育立県えひめ」の実現を掲げている。,S34,愛媛県庁「愛媛県の教育」,https://www.pref.ehime.jp/page/10097.html
EHIME-100,医療・教育・交通,single_choice,standard,True,愛媛県地域公共交通計画の計画期間として正しいものはどれか。,令和6年6月から令和11年3月まで,令和5年4月から令和6年3月まで,令和8年4月から令和8年9月まで,令和10年1月から令和20年12月まで,0,令和6年6月から令和11年3月まで,愛媛県地域公共交通計画の計画期間は、令和6年6月から令和11年3月までである。,S35,愛媛県庁「愛媛県地域公共交通計画（案）の概要」,https://www.pref.ehime.jp/page/71333.html
